tweet_id,tweet_text,traffic data
7.69E+17,My kindergartn picture. I was so nervous the first day I peed on the school bus on the way to school. Needless to... https://t.co/B69c0o1isw,0
7.69E+17,Today's sunrise over Chicago. Way to nail it again Brett Butler Photography https://t.co/ELIraaMCRv,0
7.69E+17,Fatal accident on WB 80/94 at Cline has all lanes shut down.,1
7.69E+17,I'll admit that every time my alarm goes off at this brutally early hour...I let out a deep guttural sigh. On... https://t.co/hzUJwTf5WS,0
7.69E+17,It's the little things. But so big for those family struggling to get through the day with sick children. https://t.co/kmFczpbYao,0
7.69E+17,Just six months probation? Am I missing something? https://t.co/71xyh1c8oe,0
7.69E+17,"This story breaks my heart. Seriously, they would separate these two...because i
 of back logged paperwork? So so... https://t.co/4i0hGJyNh8",0
7.69E+17,I've got a thing for old classic cars--so I just love this story. Hidden beneath a pile of weeds on an abandoned... https://t.co/vJ6iyLLqng,0
7.69E+17,"This story breaks my heart. Seriously, they would separate these two...to save a few bucks? So so wrong. https://t.co/b6sfxsJgww",0
7.69E+17,Okay...please send this trooper our way. And make sure he has one of those double sinks. https://t.co/jCym1SAuVL,0
7.69E+17,Last time I feel sorry for the old guys scanning the parks with their metal detectors. https://t.co/Rw0G79QQ69,0
7.69E+17,So much for the early flight out. https://t.co/nMGizKDOt8,0
7.69E+17,I think Joaquin is over the fact that he is outnumbered by girls. He scoops up his sisters every chance he gets.... https://t.co/iKuwnWTUdE,0
7.69E+17,Ouch. Maybe the third time will be the charm? https://t.co/ENM9vgujER,0
7.69E+17,Price hike averted! Good to know someone is listening. https://t.co/kyDvNdlq9A,0
7.69E+17,For 14 years this volunteer fireman hid his face that was completely disfigured after fighting a raging fire. A... https://t.co/b1CUagvZ4j,0
7.69E+17,Marcus Leshock demonstrating that WGN does indeed have the best fans. Larry Potash in the flesh. https://t.co/cSY2jDd6AN,0
7.69E+17,Turns out dozens were injured as multiple tornadoes ripped through Central Indiana yesterday. https://t.co/aepYRo4sLH,0
7.69E+17,I watched this twice last night and came back for more this morning. It gets me everytime. https://t.co/WIsoitDGUd,0
7.69E+17,Beautiful shot from Chicago's southside. Fall just around the corner... https://t.co/eUd8nHEW7u,0
7.69E+17,Check out how Seattle won over jacked up EpiPen prices...swapping out the $400 pens for their own kit for $10.... https://t.co/ZgB7gJyGbg,0
7.69E+17,Kareem Abdul-Jabbar was one of my Dad's favorites back in the day when players still sported the short shorts and... https://t.co/umURvWZOgO,0
7.69E+17,"A lego proposal?!! It's cute but with all these over the top proposals these days, I'm starting to feel bad for... https://t.co/275R1hcqcg",0
7.69E+17,There is a way to help if you can. Go fund me page for three girls killed in Chicago fire. https://t.co/4X6S7RMrRv,0
7.69E+17,This was one of the few good endings for rescuers in Italy. Hard not to get emotional watching them pull this ten... https://t.co/mBmbXa7xKa,0
7.69E+17,247 people have been pulled from the rubble of the earthquake in Italy. New aerial shots show the devastation. https://t.co/TBW2rGimz4,0
7.69E+17,"I thought this was a joke at first. But no it is now ""Guaranteed Rate Field"". https://t.co/Wfhh32hDy4",0
7.69E+17,End your night with this heart warmer. https://t.co/OZHqfteS9r,0
7.69E+17,Crazy storms flatten Starbucks in Indiana. https://t.co/LCKvxCKpCm,0
7.68E+17,It's good to know we started with this much beauty before the heavy rain moved in this morning! https://t.co/N3RycZq37R,0
7.68E+17,Best story of the morning. This little boy's determination and outlook puts things in perspective real quick. https://t.co/ldh1Xs3e91,0
7.68E+17,I swear seniors need their own Justice league. This woman was right. She was getting screwed. https://t.co/6kUUEjku53,0
7.68E+17,Talk about a lucky penny!! A woman won  $10.7 million on a penny slot machine this https://t.co/32wxaJXlpK,0
7.68E+17,Seal outsmarts pack of Orcas hunting for lunch... https://t.co/cYWvfLNUxf,0
7.68E+17,Have any of you heard of this? They're letting seniors paint their parking spots...turning parking lots into... https://t.co/kHdvlKSNhg,0
7.68E+17,No sentence will bring these little girls back. What kind of human could do this? https://t.co/9a00CzYVyW,0
7.68E+17,"When you ask your sitter to send a picture of your kiddos--and then wish you hadn't, cause it only makes you miss them more.",0
7.68E+17,Back on 2008 a two pack of EpiPens cost about $100. Now it's closer to $600. This while the CEO of Mylan... https://t.co/Gdtg50hzTh,0
7.68E+17,Wipers on high this morning friends. https://t.co/nKYIJcl3tI,0
7.68E+17,That moment when you look up and something tells you everything will be alright. https://t.co/z49o1xcpW1,0
7.68E+17,I always thought those lucky rabbit foot key chains were totally creepy and wrong. Not so sure what I think about... https://t.co/Zcexhtu8O0,0
7.68E+17,It's amazing to think how far technology has brought us in just 50 years. https://t.co/3UJcMCICkI,0
7.68E+17,Aftershocks still being felt in parts of Italy this morning. https://t.co/8IFM6vgjkM,0
7.68E+17,Karma part 2. https://t.co/0Z2aTOVuND,0
7.68E+17,For every one person filled with hate...there's hundreds more showing love. https://t.co/4IhNl1TCvO,0
7.68E+17,First day back to school! (And those left behind already missing the big sibs.) Demetrius Ivory,0
7.68E+17,My Pa is a principal out in Washington state where the district implemented a 'no homework' policy over a year... https://t.co/zPwQfy7O4H,0
7.68E+17,First cards...now tri-ominos. Getting schooled (and beat down) by an 8 year old. #humbled https://t.co/ft8jIgqnHE,0
7.68E+17,Giant snakeskin...no snake. My son would be all over this as I would be hightailing it to the nearest car. https://t.co/WclXv8AO0h,0
7.68E+17,This kid is a genius. https://t.co/Xyzpu0zKVn,0
7.68E+17,"I don't understand how they will ever know which gator it was. Either way, this only prolongs the pain for this... https://t.co/ye0sLZhXMI",0
7.68E+17,This is such an amazing shot from the Chicago Tribune today. https://t.co/FWI6H9NGGy,0
7.68E+17,"If you believe in karma...chew on this. Minor league player hits grand slam, only to discover the ball smashed in... https://t.co/xZ5DuvkTub",0
7.68E+17,A natural smile doesn't always come naturally. https://t.co/3qhjLkxHpU,0
7.68E+17,Something to make you smile on a Monday. These guys are pretty funny. https://t.co/HVfDm8SF55,0
7.68E+17,Yesterday there was a minor parking lot fender bender in the Ivory household. It's always good to remind your... https://t.co/JNdBMgLBfW,0
7.68E+17,This little girl is just one of 28 innocent kids that have been shot in Chicago this year. My heart sank when I... https://t.co/WpG2zhcVFF,0
7.68E+17,I posted a new photo to Facebook https://t.co/rOdfUEMAma,0
7.68E+17,Landing at WGN. https://t.co/cfFNwiBYkC,0
7.68E+17,Skycam's own airshow! https://t.co/YDZA6ldCIx,0
7.68E+17,Bad rollover crash inbound on I-57 at 119th. Only far right lane open. Heavy back ups. https://t.co/Nliv6MedL8,0
7.68E+17,The puréed peas experiment. Varied results.,0
7.68E+17,Just when you thought you had heard everything....a man swallows 40 knives and survives. https://t.co/A06pbzubDm,0
7.67E+17,Obviously this hits a nerve with me. Since Demetrius and I got married there have been just a few people who made... https://t.co/LxdKkHlwyS,0
7.67E+17,A lesson worth the $3 tube of toothpaste. https://t.co/nJajTLgQew,0
7.67E+17,Have you seen this? A candle that is supposed to smell like Illinois. Says it's the essence of lavender and wild... https://t.co/1XPOyD77TR,0
7.67E+17,All you sentimental moms that still have your kid's baby teeth stashed in your bra drawer... Turns out you were... https://t.co/Pbote9XIFU,0
7.67E+17,All you sentimental moms that still have your kid's baby teeth stashed in your bra drawer... Turns out you were... https://t.co/HiadkQGFRN,0
7.67E+17,First bright blue..and now rare albino lobsters surface. Pretty cool! https://t.co/VAiYliEVVo,0
7.67E+17,Talk about Friday go-go juice! https://t.co/2tnaCDf2uQ,0
7.67E+17,Just one of the four gets stuck with the bill? Doesn't seem right. https://t.co/3LNJYYahAC,0
7.67E+17,Horrible crash out of New Jersey this morning sends bus flying sideways. https://t.co/oOcwf2I8WK,0
7.67E+17,While you were sleeping... https://t.co/JZaZqYOC7R,0
7.67E+17,You see the on-air folks all the time. Here's some of my favorite smiles behind the scenes.  You can tell by the... https://t.co/VPIPE8pSQF,0
7.67E+17,Video Of Son Connecting With Dad With Alzheimer's Through Song Goes Viral https://t.co/lIheoBI1si,0
7.67E+17,His Dad has alzheimer's but certain songs bring his Dad back...even if it's only temporarily. Reminder to be in... https://t.co/JfKBeECy1u,0
7.67E+17,Here's my traffic hint...go to the preview of the Chicago Air and Water Show today starting at 10am. Half the... https://t.co/02LPbA0rV6,0
7.67E+17,"It's not just the living, but those who have passed--impacted by the intense flooding in Lousiana. So sad. https://t.co/wWqhWk9NzF",0
7.67E+17,Happy Birthday Billy. https://t.co/sFJ55U5MGj,0
7.67E+17,I grew up in a family of teachers. Teachers who ended up doling out hundreds of dollars every year in school... https://t.co/qyCsw63DO3,0
7.66E+17,I love this woman's brutal honesty. https://t.co/Csd9Nweq8U,0
7.66E+17,A different kind of backstroke. https://t.co/d6oTOqrDPA,0
7.66E+17,This just in. https://t.co/lMNpbkIcuP,0
7.66E+17,I would have peed myself if I was in that kayak. https://t.co/dk2o8va6Rk,0
7.66E+17,So I guess you gotta push a baby out to get those coveted air miles! https://t.co/d6xyUJ58t6,0
7.66E+17,Check out this T-rex looking lightning bolt captured out of Arizona. https://t.co/C0kgtQWjHq,0
7.66E+17,Red means SLOW. You're going to be sitting behind the wheel a long time this morning friends. https://t.co/ECxR3lp8G5,0
7.66E+17,Edens completed flooded at Winnetka Rd.. All lanes down both sides. Also high standing water at Willow Rd. as well.,0
7.66E+17,"Getting reports of flooding along 1-88, 290, Roosevelt and Ogden this morning. Not to mention REALLY heavy travel... https://t.co/5GKPfblcHh",0
7.66E+17,Calm before the storm this morning. https://t.co/PAcDMyUsU9,0
7.66E+17,"The 'stretch hulk' was my absolute favorite toy as a kid. (pent up frustration, right?!!) Today we have the real... https://t.co/UErArWaO4R",0
7.66E+17,Bye bye summer. https://t.co/6NqF8xRPXN,0
7.66E+17,So much for the 'keep your hands to yourself' rule. https://t.co/ev5MmAEEKw,0
7.66E+17,So basically we're swapping a sinus infection for a migraine. https://t.co/U2V7xE67c7,0
7.66E+17,I am so guilty of doing this. This post has me re-thinking my helicopter mom instincts. https://t.co/YSOUokgSMl,0
7.66E+17,Holy Cow!!! https://t.co/HMhAlSeGWx,0
7.66E+17,Bad Kitty. https://t.co/Ael2pFsqmW,0
7.66E+17,Demetrius Ivory  just spent 2 minutes of his 3 minute forecast talking about his favorite Kool and the Gang sax... https://t.co/52f0j2SiKI,0
7.66E+17,Don't knock the smart middle sister. Jan just cashed in big time on a house she bought when she was just 11. https://t.co/SadGmpKWhP,0
7.66E+17,Don't knock the smart middle sister. Jan from the Brady Bunch just cashed in big time. https://t.co/lj2boD9a5E,0
7.66E+17,WGN's very own 'anchorman'. https://t.co/sRojoprBkx,0
7.66E+17,I told the kids  to get in their favorite last days of summer activities. It was a card game marathon for Lulu... https://t.co/aVOII04Rfq,0
7.66E+17,These parents told their daughter her name was 'Idiot'. I have a special name for these two as well. https://t.co/AQq4H1EslO,0
7.75E+17,@sarkarsharan 3/3 Action will be taken against such TSR.,0
7.75E+17,"@sarkarsharan Helpline No. 011-25844444/1095 with date, time, place of occurrence and registration number of the TSR. 2/3",0
7.75E+17,"@sarkarsharan Thanks, You may complain against TSR though Delhi Traffic Police Facebook,Twitter, Whatsapp (No. 8750871493) and 1/3",0
7.75E+17,"@KumarBahar Thanks, Your complaint is being forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.75E+17,"@man_elc Thanks,you are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"@uthraGCare Thanks,you are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"@prabhat_pkm @DelhiPolice @ArvindKejriwal Thanks, proper action will be taken soon.",0
7.75E+17,"@prabhat_pkm @DelhiPolice Thanks, proper action will be taken soon.",0
7.75E+17,@vsntkunjtraffic  2/2 so that concerned area traffic staff can be informed.,0
7.75E+17,@vsntkunjtraffic  You are requested to post such type of complaint on Delhi Traffic Police Twitter at the time of incidence 1/2,0
7.75E+17,"@vaibhav2612  Thanks, You are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"@Ashwini_baghel ???????, ???? ?????? ?????? ??????? (DCP-Traffic/Southern Range) ?? ?????? ????????? ?? ??? ???? ?? ?????? ?? ???? ?? ?",0
7.75E+17,"@Ashwini_baghel ???????, ???? ?????? ?????? ??????? (DCP-Traffic/Southern Range) ?? ?????? ????????? ?? ??? ?????? ?? ??? ?? ?",0
7.75E+17,"@Vineet_Chhajer Thanks, concerned signal agency has been informed vide complained no. 12151 to rectified this signal on priority.",0
7.75E+17,"@drrajatchauhan Thanks,area traffic staff has been informed &amp; you may also contact TI IGI at 8750871472.",0
7.75E+17,"@subhash_t2 Thanks, area traffic staff has been informed for taking necessary action in this regard.",0
7.75E+17,"@QueenIndiBee Thanks, Such type of offense can be prosecuted on the spot.",0
7.75E+17,https://t.co/ZXDqN8L6ZQ,0
7.75E+17,"@TheBigGeek Thanks, Your complaint is being forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.75E+17,"@TheBigGeek Thanks, area traffic staff has already been informed for taking necessary action in this regard.",0
7.75E+17,"@TheBigGeek Thanks, area traffic staff has been informed for taking necessary action in this regard.",0
7.75E+17,"@jatmaggo Thanks, kindly contact concerned area traffic circle at 011-25784174 in this regard.",0
7.75E+17,"@karan8041 Thanks, Your complaint is being forwarded to senior officers for taking necessary action in this regard.",0
7.75E+17,https://t.co/PrYcPhPqxA,0
7.75E+17,"@v_ijay_1 Thanks, Your complaint is being forwarded to senior officers for taking necessary action in this regard.",0
7.75E+17,"@gaur_piyush Thanks, Your complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.75E+17,"@Vineet_Chhajer Thanks, Area traffic staff has been informed to check the signal and inform the concerned signal maintaining agency.",1
7.75E+17,"@gaur_piyush Thanks, area traffic staff has been informed in this regard.",1
7.75E+17,https://t.co/dvzdYshjnC,0
7.75E+17,https://t.co/KNbwzxBPHV,0
7.75E+17,"@vijaymenghani Thanks,Such type of offense can be prosecuted on the spot.However area traffic staff has been informed in this regard.",0
7.75E+17,"@manukankani Thanks, area traffic staff has been informed in this regard.",0
7.75E+17,@ajitsamra24 2/2..number 011- 41400400. You may also complain in this regard at https://t.co/bU1z8m3NWH,0
7.75E+17,"@ajitsamra24 Thanks,Such type of offense can be prosecuted on the spot. You are also requested to contact DTC helpline...1/2",0
7.75E+17,https://t.co/VCJtVymq6M,0
7.75E+17,"@Ajit5666Singh Thanks, kindly mention exact location with full detail.",0
7.75E+17,"@janpaksh  Thanks, area traffic staff has been informed in this regard.",0
7.75E+17,"@jassingh24 Thanks, area traffic staff has been informed.",0
7.75E+17,"@ghanshyam8544 Thanks, proper action will be taken soon.",0
7.75E+17,"@nairshashank Thanks, Area traffic staff has been informed to check the signal and inform the concerned signal maintaining agency.",1
7.75E+17,"@DelhiPolice @prabhat_pkm Thanks, kindly clarify your complaint with exact location, date and time.",0
7.75E+17,"@lokesh13248440 Thanks, concerned civic agency MCD has been informed in this regard.",0
7.75E+17,https://t.co/DaQRZxvzTa,0
7.75E+17,"@thakur94503 Thanks, kindly contact transport department at 011-42400400 in this regard.",0
7.75E+17,"@singhravi_1978 @DelhiPolice @roulblue Thanks,Your complaint is being forwarded to senior officers for taking necessary action.",0
7.75E+17,"@DelhiPolice @roulblue Thanks, mention exact location so that concerned area traffic staff can be informed.",0
7.75E+17,https://t.co/tkN9v0Dvd5,0
7.75E+17,"@mohitwa Thanks, kindly contact concerned area traffic Inspector at 8750871468 in this regard.",0
7.75E+17,https://t.co/KmNhzMu5Vh,0
7.75E+17,"Traffic Alert
Obstruction in traffic from Delhi Cantt to Lajwanti Garden due to breakdown of a truck on Delhi Cantt railway station flyover.",1
7.75E+17,"@mrinalmanchand2 Thanks, Your complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.75E+17,"@mrinalmanchand2 2/2 You may also contact area traffic Inspector, Mandawli Circle at 8750871443.",0
7.75E+17,"@mrinalmanchand2 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.75E+17,"@roulblue Thanks, re tweet your complaint with exact location.",0
7.75E+17,"@RamKish15421768 Thanks, as per information from area traffic staff, it is closed at night.",0
7.75E+17,"@abhishekaevee 2/2 You may also contact area traffic Inspector, Kapashera Circle at 8750871471.",0
7.75E+17,"@abhishekaevee 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Western Range for taking necessary action.",0
7.75E+17,"@Romycheenu Thanks, area traffic staff has already been informed.",0
7.75E+17,"@Romycheenu Thanks, area traffic staff has been informed.",0
7.75E+17,"@rajeshS12345678 Thanks, mention the exact location.",0
7.75E+17,"@BindraDamanjeet Sir, You are also requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"@BindraDamanjeet Thanks, area traffic staff has been informed.",0
7.75E+17,"Traffic Alert

Breakdown cluster bus removed from Bara Hindu Rao.",1
7.75E+17,"@SPARTANSPARSH Thanks, You are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"Traffic Alert
Obstruction in traffic from Azad Market to Barf Khana due to breakdown of a cluster bus near PS Bara Hindu Rao.",1
7.75E+17,"@adityaatbcaAMTY Thanks, area traffic staff has already been informed.",0
7.75E+17,"@TheBigGeek Thanks, re tweet your complaint with exact location.",0
7.75E+17,"@vedpsagar 2/2 You may also contact area traffic Inspector, Saket Circle at 9911804316.",0
7.75E+17,"@vedpsagar 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.75E+17,"@Ashisharya124 Thanks, area traffic staff has been informed.",0
7.75E+17,"@awinashkhushi Thanks, contact Transport Department at 011-42400400 in this regard.",0
7.75E+17,"@abhishekaevee Thanks, re tweet your complaint with exact location.",0
7.75E+17,"@ahalam  Thanks, kindly clarify your complaint.",0
7.75E+17,@KaranDua09 3/3 You may also contact office of DCP/Southern Range at 011-26266748/50 for further progress.,0
7.75E+17,@KaranDua09 2/3 We will apprise you about action taken as soon as possible.,0
7.75E+17,"@KaranDua09 1/3 Thanks, Your complaint has already been forwarded to DCP-Traffic/Southern Range vide Ref. No. 5933, dated 09/09/2016.",0
7.75E+17,"@vedpsagar Thanks, re tweet your complaint with full details .",0
7.75E+17,"@TheBigGeek Thanks, You are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.75E+17,"@TheBigGeek Thanks, area traffic staff has been informed.",0
7.75E+17,"@RahulJi20539957 ???????, ???? ?????? ?????? ??????? ?? ?????? ????????? ?? ??? ????? ?? ?? ?? ?",0
7.75E+17,https://t.co/S2vMhdTUaS,0
7.75E+17,"@DelhiPolice @TULZ2011 Thanks, area traffic staff has already been informed.",0
7.75E+17,"@TULZ2011 @DelhiPolice Thanks, area traffic staff has been informed.",0
7.75E+17,"@KKA5757 Thanks, area traffic staff has already been informed.",0
7.75E+17,"@rajeshS12345678 Thanks, area traffic staff has already been informed.",0
7.75E+17,"@Bashersssss Thanks, area traffic staff has already been informed.",0
7.75E+17,"@pchikara Thanks, re tweet your complaint with exact location.",0
7.75E+17,"@adilkidwai16 Thanks, area traffic staff has been informed.",0
7.75E+17,"@adilkidwai16 Thanks, area traffic staff has been informed.",0
7.75E+17,"@sparsh_979 Thanks, area traffic staff has been informed.",0
7.75E+17,"@Dorilal Thanks, area traffic staff has been informed.",0
7.75E+17,@vicksy_goel 3/3 You may also contact office of DCP/Eastern Range at 011-22431777 for further progress.,0
7.75E+17,@vicksy_goel 2/3 We will apprise you about action taken as soon as possible.,0
7.75E+17,"@vicksy_goel 1/3 Thanks, Your complaint has already been forwarded to DCP-Traffic/Eastern Range vide Ref. No. 1968, dated 21/04/2016.",0
7.75E+17,"@pallavimohan123 Thanks, re tweet your complaint with exact location",0
7.75E+17,"@vermaanil1122 Thanks, clarify your complaint with exact location.",0
7.75E+17,"@Banarasi_Hindu Thanks, As matter relates to local police so, your complaint is being forwarded to DCP-South East District.",0
7.75E+17,https://t.co/VukvBjZJwa,0
7.75E+17,"@DelhiPolice Thanks, area traffic staff has already been informed.",0
7.75E+17,"@soumya4188 Thanks, area traffic staff has been informed.",0
7.75E+17,"@akash_coolest1 Thanks, area traffic staff has been informed.",0
7.75E+17,"@akash_coolest1 Thanks, area traffic staff has been informed.",0
7.75E+17,"Traffic Alert

??? ??? ???? ???? ?? ??? ???? ?? ?? ??? ???? ????? ??, ????? ??? ?? ??????? ?????? ??I",0
7.75E+17,"@akash_coolest1 Thanks, re tweet your complaint with date and time also.",0
7.75E+17,"@sarkarsharan Thanks, proper action will be taken soon.",0
7.75E+17,"@sarkarsharan Thanks, proper action will be taken soon.",0
7.75E+17,"@Boeing__747__ Thanks, kindly clarify your complaint with full detail.",0
7.75E+17,"@vibhavdwivedi Thanks, area traffic staff has been informed.",0
7.75E+17,"@subhanshup Thanks, contact Transport Department at 011-42400400 in this regard.",0
7.75E+17,"@pandeydelhi2005 Thanks, Your suggestion/complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.75E+17,"@rahul28678 Thanks, it is a punishable offence.",0
7.75E+17,"@rahul28678 Thanks, it is a punishable offence.",0
7.75E+17,"@rahul28678 Thanks, it is a punishable offence.",0
7.75E+17,"@rahul28678 Thanks, it is a punishable offence.",0
7.75E+17,"@KaushalParasha6 Sir, re tweet your complaint with exact location.",0
7.75E+17,"@sukeshsingh2 Sir, However your complaint is being forwarded to DCP-Traffic/Western Range for taking necessary action.",0
7.75E+17,"@sukeshsingh2 Sir, Area traffic staff has been informed and you may also contact area traffic Inspector, Dwarka Circle at 8750871468.",1
7.75E+17,"@sukeshsingh2 Thanks, Area traffic staff has been informed and you may also contact area traffic Inspector, Dwarka Circle at 8750871468.",1
7.75E+17,"@n_Kapil18 Sir, kindly contact area traffic Inspector, Saket Circle at 9911804316.",0
7.75E+17,"@n_Kapil18 Sir, kindly contact area traffic Inspector, Saket Circle at 9911804316.",0
7.75E+17,"@n_Kapil18 Sir, kindly contact area traffic Inspector, Saket Circle at 9911804316.",0
7.75E+17,"@Sandip19601960 Thanks, area traffic staff has already been informed.",0
7.75E+17,"@andamanleaks1 Thanks, As registration number is not clear in the picture so it cannot be prosecuted on the basis of picture.",0
7.75E+17,"@PuranSwaraj Thanks, area traffic staff has been informed.",0
7.75E+17,"@_imonlyindian Thanks, area traffic staff has been informed.",0
7.75E+17,"@grohit1 Thanks, Your complaint is being forwarded to senior officers for taking necessary action in this regard.",0
7.75E+17,"@AstitvaAgarwal Thanks, Your complaint is being forwarded to senior officers for taking necessary action in this regard.",0
7.74E+17,https://t.co/7fvfWfwhkd,0
7.74E+17,"@SharadTripathi_ Yes ,it is a punishable offence.",0
7.74E+17,"@Abhishek8536 Thanks, area traffic staff has already been informed.",0
7.74E+17,"@Abhishek8536 Thanks, area traffic staff has already been informed.",0
7.74E+17,"@_newzindia Thanks, You are requested to contact Delhi Police Control Room at 100 number or concerned police station in this regard.",0
7.74E+17,"@CaPriyanshu Thanks, proper action will be taken soon.",0
7.74E+17,"@Abhishek8536 Thanks, area traffic staff has already been informed.",0
7.74E+17,"@iboxstudios Thanks, area traffic staff has been informed.",0
7.74E+17,@rahul28678 6/6 windscreen &amp; rear window and 50% visual transmission of light for side windows.,0
7.74E+17,"@rahul28678 5/6 on-the-spot removal of film. Only company fitted tinted glasses permitted, with 70% visual transmission of light with",0
7.74E+17,@rahul28678 4/6 any other material is not permitted on the windscreen and side windows of vehicles. Violation is punishable with challan and,0
7.74E+17,"@rahul28678 3/6 against the violators by field traffic staff. As per the orders of the Hon’ble Supreme Court of India, use of black film or",0
7.74E+17,"@rahul28678 2/6 or reflective glasses in vehicles is not permitted as per law, use of such things attract penalty so, action can be taken",0
7.74E+17,"@rahul28678 1/6 Thanks, Anything that obstructs the visibility inside the car is not permissible. Use of dark, black, sun guards/protectors",0
7.74E+17,"@CaPriyanshu Thanks, re tweet your complaint with date, time and place also.",0
7.74E+17,"@sharansahib Thanks, area traffic staff has been informed.",0
7.74E+17,"@Abhishek8536 Thanks, area traffic staff has been informed.",0
7.74E+17,"@andamanleaks1 Thanks, As registration number is not clear in the picture so it cannot be prosecuted on the basis of picture.",0
7.74E+17,"@r_sainiin Sir, concerned signal agency has already been informed in this regard.",0
7.74E+17,"@banabanera 2/2 You may also contact area traffic Inspector, Sangam Vihar Circle at 8750871486.",0
7.74E+17,"@banabanera 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.74E+17,"@mukulgoswami99 Thanks, Your complaint has already been forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.74E+17,"@Tulsisharmadas1 2/2 You may also contact area traffic Inspector, Sarita Vihar Circle at 8742965453.",0
7.74E+17,"@Tulsisharmadas1 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Southern Range for taking necessary action.",0
7.74E+17,"@rajat1083 Thanks, Prosecution of such vehicles is also done on regular basis.",0
7.74E+17,"@mukeshak47  2/2 You may also contact area traffic Inspector, Khajuri Khas Circle at 8750871446.",0
7.74E+17,"@mukeshak47 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.74E+17,"@Boeing__747__ Thanks, re tweet your complaint with date, time and place also.",0
7.74E+17,"@Boeing__747__ Thanks, As registration number is not visible in the picture so it cannot be prosecuted on the basis of picture.",0
7.74E+17,"@Sumitsh2000 Thanks, area traffic staff has already been informed.",0
7.74E+17,"@Sumitsh2000 Thanks, area traffic staff has already been informed.",0
7.74E+17,"@Sumitsh2000 Thanks, area traffic staff has been informed.",0
7.74E+17,"@Sumitsh2000 2/2 You may also contact area traffic Inspector, Khajuri Khas Circle at 8750871446.",0
7.74E+17,"@Sumitsh2000 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Eastern Range for taking necessary action.",0
7.74E+17,"@nsheoran 2/2 You may also contact area traffic Inspector, Tilak Nagar Circle at 8750871470",0
7.74E+17,"@nsheoran 1/2 Thanks, Your complaint is being forwarded to DCP-Traffic/Western Range for taking necessary action.",0
7.74E+17,"@CaPriyanshu Thanks, Your complaint is being forwarded to senior officers for taking necessary action in this regard.",0
7.74E+17,"@sarkarsharan Thanks, proper action will be taken soon.",0
7.74E+17,https://t.co/tmbaYwJU6j,0
7.74E+17,https://t.co/Y47alDTTws,0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
7.74E+17,"@SunilKumarBan15 Thanks, This complaint has already been forwarded to DCP-Traffic/Northern Range vide Ref. No. 5356, dated 27/08/2016.",0
